MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Divorced,Post Degree,1,43,59601,0,1,14,691,7,69,0,7,23,774,751,4,2,2,7,8,0,3,11,2498
Single,Master,1,62,75154,0,1,79,543,10,205,160,143,82,1061,979,1,6,3,6,3,0,3,11,2822
Single,Graduation,0,44,47025,0,1,52,254,7,108,20,0,26,389,363,3,6,3,5,6,0,3,11,2393
Married,Graduation,0,47,37971,1,0,97,5,4,10,2,2,7,23,16,1,1,0,3,8,0,3,11,2375
Divorced,Master,0,52,41335,1,0,24,112,19,21,16,14,5,182,177,3,4,1,4,7,0,3,11,2344
Married,Graduation,0,62,67267,0,1,0,134,11,59,15,2,30,221,191,1,3,2,5,2,0,3,11,2206
Single,Graduation,0,45,57338,0,1,96,143,6,52,11,8,17,220,203,2,4,1,5,5,0,3,11,2220
Together,Post Degree,0,60,50523,1,1,89,51,4,24,4,7,1,90,89,2,2,0,4,6,0,3,11,2345
Single,Master,0,55,35791,2,1,94,27,0,5,0,0,3,32,29,2,1,0,3,8,0,3,11,2578
Divorced,PhD,1,60,50611,0,1,98,459,0,24,6,0,4,489,485,6,4,5,7,6,0,3,11,2792
Married,PhD,0,51,56242,0,1,72,689,8,167,11,8,88,883,795,5,8,4,11,6,0,3,11,2642
Single,Graduation,0,60,48904,0,1,1,283,10,38,0,13,27,344,317,4,7,2,4,8,0,3,11,2733
Single,Graduation,0,45,56243,1,2,26,347,0,35,4,3,7,389,382,6,4,2,8,5,0,3,11,2340
Married,Graduation,1,35,21355,1,0,5,5,13,14,0,5,31,37,6,2,2,1,2,6,0,3,11,2472
Together,Master,1,49,57420,0,1,22,280,0,18,0,0,24,298,274,3,5,1,6,7,0,3,11,2528
Divorced,Master,0,65,46390,0,1,56,95,14,64,2,9,38,184,146,1,4,2,3,7,0,3,11,2214
Together,Post Degree,0,64,54342,1,1,74,84,10,34,11,10,28,149,121,4,3,1,4,6,0,3,11,2520
Married,Graduation,0,47,20895,1,0,24,18,3,17,3,0,4,41,37,1,2,0,3,9,0,3,11,2790
Married,Graduation,1,72,92344,0,0,9,992,24,694,51,19,119,1780,1661,0,5,10,5,1,0,3,11,2324
Together,Post Degree,0,44,26907,1,1,10,9,1,7,0,3,2,20,18,2,1,0,3,7,0,3,11,2472
Together,Graduation,0,40,44964,1,1,35,19,1,17,2,0,2,39,37,1,1,0,3,8,0,3,11,2719
Together,Graduation,0,41,75507,0,0,56,709,93,374,104,80,80,1360,1280,1,8,6,6,3,0,3,11,2217
Married,Master,0,48,53761,1,1,7,158,0,76,13,7,71,254,183,6,4,4,3,5,0,3,11,2420
Together,Graduation,0,47,22682,1,0,51,10,14,29,4,2,36,59,23,3,2,1,4,4,0,3,11,2428
Together,PhD,0,48,38887,1,0,17,25,1,13,0,0,3,39,36,1,1,0,3,7,0,3,11,2278
Single,Post Degree,0,45,41658,1,1,30,8,4,12,15,4,29,43,14,2,1,1,2,4,0,3,11,2756
Married,PhD,0,48,29791,1,0,21,14,0,6,0,0,0,20,20,2,2,0,3,5,0,3,11,2204
Married,Master,0,64,63915,0,2,2,622,7,115,30,0,15,774,759,2,6,3,12,5,0,3,11,2493
Divorced,Graduation,0,46,39996,1,1,85,11,0,3,0,0,1,14,13,1,1,0,2,6,0,3,11,2197
Divorced,Graduation,0,48,26759,1,0,65,25,3,16,8,5,2,57,55,2,2,1,3,6,0,3,11,2301
Divorced,Master,0,52,63841,0,1,64,635,15,100,20,7,131,777,646,1,9,3,9,6,0,3,11,2593
Married,PhD,0,51,51039,1,1,11,100,64,79,65,0,109,308,199,2,6,2,4,7,0,3,11,2725
Married,Graduation,0,59,60544,1,1,92,201,2,43,3,5,35,254,219,4,5,1,5,6,0,3,11,2832
Married,Graduation,0,48,65685,0,1,54,642,14,49,0,7,57,712,655,1,9,2,9,5,0,3,11,2251
Married,Graduation,0,67,37716,0,1,4,97,1,41,6,2,41,147,106,2,4,1,3,7,0,3,11,2228
Single,Graduation,1,63,36864,0,1,53,204,5,39,17,0,89,265,176,3,5,2,4,8,0,3,11,2844
Married,Master,0,50,44511,1,0,39,513,7,133,46,14,14,713,699,6,8,4,8,8,0,3,11,2784
Married,PhD,0,53,36947,1,1,49,88,3,21,4,1,29,117,88,4,3,0,4,9,0,3,11,2850
Together,Master,0,69,47352,0,1,70,172,12,112,8,0,15,304,289,4,6,1,5,7,0,3,11,2603
Married,Master,0,67,67087,0,1,40,329,35,222,130,35,43,751,708,2,7,5,8,4,0,3,11,2353
Married,Graduation,0,70,57045,0,1,40,296,13,104,11,13,17,437,420,3,4,2,9,3,0,3,11,2818
Divorced,PhD,1,67,36957,1,1,43,100,2,16,2,1,31,121,90,4,3,2,2,9,0,3,11,2820
Married,PhD,0,43,69389,0,1,17,422,7,238,69,46,15,782,767,1,7,2,12,4,0,3,11,2798
Married,Graduation,1,48,80134,1,0,40,1218,16,272,104,0,80,1610,1530,2,5,3,6,6,0,3,11,2564
Married,Master,0,51,43142,1,1,84,5,1,7,2,1,4,16,12,1,1,0,2,7,0,3,11,2290
Married,Graduation,1,76,80589,0,0,25,507,93,520,242,40,26,1402,1376,1,5,10,5,1,0,3,11,2317
Single,Graduation,0,30,34412,1,0,62,52,12,50,4,36,55,154,99,3,5,0,3,9,0,3,11,2660
Single,Graduation,0,41,57537,1,0,83,191,56,139,51,8,100,445,345,4,4,3,8,4,0,3,11,2543
Together,Basic,0,54,22634,0,0,47,2,23,11,8,6,46,50,4,1,2,1,2,8,0,3,11,2688
Together,Graduation,0,72,51315,0,0,45,68,28,39,16,30,41,181,140,1,2,2,5,2,0,3,11,2285
Married,Graduation,0,48,36026,2,1,34,20,4,10,6,4,17,44,27,2,2,0,3,6,0,3,11,2264
Married,Graduation,0,47,24639,1,1,3,20,3,16,0,4,1,43,42,3,2,0,4,6,0,3,11,2311
Together,PhD,0,48,34578,2,1,1,7,0,1,0,0,0,8,8,1,1,0,2,6,0,3,11,2238
Single,Post Degree,0,48,65704,0,0,18,279,172,74,38,8,246,571,325,1,2,10,10,1,0,3,11,2418
Single,Graduation,1,54,63810,0,1,45,977,12,253,16,12,101,1270,1169,4,4,3,12,8,0,3,11,2754
Together,PhD,0,51,54132,0,1,81,30,1,8,0,0,3,39,36,1,1,0,3,7,0,3,11,2292
Married,Graduation,0,61,18690,0,0,77,6,1,7,23,4,19,41,22,1,1,1,2,8,0,3,11,2707
Married,Graduation,0,50,28164,1,0,23,3,18,26,11,8,12,66,54,3,2,0,4,7,0,3,11,2580
Married,PhD,0,46,34596,1,0,48,14,0,2,0,0,7,16,9,1,1,0,2,8,0,3,11,2601
Married,PhD,0,48,43269,1,0,61,10,1,7,0,0,1,18,17,1,1,0,2,8,0,3,11,2445
Single,Post Degree,0,62,38741,1,1,60,7,10,17,8,6,13,48,35,2,2,0,3,7,0,3,11,2250
Single,Graduation,0,48,31907,0,0,75,33,87,64,175,16,74,375,301,1,6,1,6,7,0,3,11,2641
Married,Master,0,37,27100,1,0,64,12,0,13,2,0,10,27,17,1,1,0,3,7,0,3,11,2609
Divorced,Post Degree,0,47,31163,1,0,54,2,3,10,11,2,10,28,18,1,1,0,3,6,0,3,11,2295
Married,Graduation,1,35,92533,0,0,84,693,21,118,110,147,42,1089,1047,1,6,5,11,2,0,3,11,2351
Single,Graduation,0,47,34853,1,1,75,9,3,15,2,3,2,32,30,2,2,0,3,6,0,3,11,2347
Divorced,Graduation,0,53,70844,1,1,16,129,26,67,3,67,2,292,290,5,6,1,5,7,0,3,11,2401
Married,Post Degree,1,41,31086,1,1,79,16,2,11,3,0,16,32,16,2,1,1,2,8,0,3,11,2580
Married,Graduation,0,59,60544,1,1,92,201,2,43,3,5,35,254,219,4,5,1,5,6,0,3,11,2832
Together,Post Degree,0,34,20491,0,0,16,5,4,5,4,2,10,20,10,1,0,1,2,7,0,3,11,2679
Married,Graduation,0,56,42523,0,0,96,14,36,11,3,26,35,90,55,1,1,1,4,2,0,3,11,2226
Married,Graduation,0,37,39922,1,0,30,29,12,59,19,1,36,120,84,2,3,0,4,8,0,3,11,2659
Together,Graduation,0,68,33402,1,1,60,26,2,19,10,5,8,62,54,3,2,1,3,8,0,3,11,2505
Married,Master,0,71,36408,1,1,11,9,1,4,3,2,3,19,16,1,1,0,2,6,0,3,11,2440
Together,Graduation,1,41,21645,1,0,75,14,0,23,4,5,19,46,27,3,3,0,3,9,0,3,11,2823
Widow,Master,1,72,78427,0,0,36,972,19,595,180,26,138,1792,1654,3,3,7,10,3,0,3,11,2772
Together,Graduation,1,74,82657,0,0,71,966,168,672,246,105,126,2157,2031,1,7,5,10,4,0,3,11,2434
Married,Graduation,0,62,51876,0,0,88,99,27,102,28,48,6,304,298,1,2,2,8,1,0,3,11,2416
Married,Post Degree,0,49,78041,0,0,93,482,35,553,72,160,17,1302,1285,1,4,4,9,2,0,3,11,2719
Married,Graduation,1,63,52852,0,1,93,714,8,99,11,0,47,832,785,4,10,7,5,8,0,3,11,2734
Together,PhD,0,38,70038,0,0,54,587,54,348,71,54,130,1114,984,1,4,4,8,2,0,3,11,2406
Together,Post Degree,0,47,69401,0,1,41,399,27,159,58,8,39,651,612,4,4,4,5,2,0,3,11,2257
Together,Graduation,0,48,46053,1,0,46,56,10,92,19,7,25,184,159,3,3,2,4,5,0,3,11,2656
Married,Graduation,0,55,77343,0,0,28,227,151,573,98,54,31,1103,1072,1,3,4,9,1,0,3,11,2179
Single,Graduation,1,67,73892,0,0,40,703,102,601,0,58,43,1464,1421,1,3,11,8,1,0,3,11,2387
Single,PhD,0,53,40304,1,0,82,37,0,17,0,0,3,54,51,1,2,0,3,7,0,3,11,2431
Together,PhD,0,55,32727,0,0,38,167,13,180,86,13,70,459,389,2,7,3,5,8,0,3,11,2829
Together,Graduation,0,51,68695,0,0,3,458,81,356,106,50,40,1051,1011,1,4,4,7,2,0,3,11,2163
Divorced,Graduation,1,49,43300,0,1,87,91,3,52,2,1,31,149,118,3,4,0,4,8,0,3,11,2783
Together,Graduation,0,48,26290,1,1,49,15,8,16,11,5,22,55,33,4,2,0,4,6,0,3,11,2692
Single,Graduation,1,50,93790,0,0,16,1302,68,731,89,114,45,2304,2259,0,6,7,12,2,0,3,11,2296
Married,PhD,1,46,38410,0,0,65,153,64,123,116,64,14,520,506,2,5,2,9,6,0,3,11,2812
Widow,Master,1,70,64866,0,1,9,508,5,21,7,5,10,546,536,4,7,3,7,5,0,3,11,2313
Together,Graduation,0,61,57957,0,1,24,290,59,177,77,5,29,608,579,7,4,6,8,3,1,3,11,2473
Together,PhD,1,65,46015,1,1,25,38,0,2,0,0,6,40,34,1,1,0,3,7,0,3,11,2236
Together,Graduation,0,42,16531,1,0,43,2,13,6,7,5,11,33,22,3,3,0,3,7,0,3,11,2170
Married,Master,0,34,28072,1,0,10,30,0,10,2,0,5,42,37,1,1,0,3,7,0,3,11,2515
Divorced,Master,0,57,49476,0,1,29,386,23,95,54,41,196,599,403,4,2,11,5,2,0,3,11,2533
Married,Graduation,0,67,50725,0,1,45,443,10,75,0,10,48,538,490,4,8,1,8,8,0,3,11,2660
Together,Graduation,1,68,83844,0,0,57,901,31,345,75,31,191,1383,1192,1,4,4,11,1,0,3,11,2572
Married,PhD,0,70,41145,1,1,20,9,0,3,0,0,1,12,11,1,0,0,3,3,0,3,11,2300
Together,Graduation,0,50,67419,0,1,29,846,84,352,91,56,42,1429,1387,4,9,4,8,5,0,3,11,2688
Married,Post Degree,0,50,23162,1,1,82,8,3,9,19,4,22,43,21,3,1,1,3,6,0,3,11,2349
Married,Graduation,0,43,34380,1,0,68,72,7,58,13,1,24,151,127,4,4,1,3,8,0,3,11,2582
Single,Graduation,0,54,34704,0,1,65,29,0,5,0,1,5,35,30,1,1,0,3,5,0,3,11,2587
Married,PhD,1,51,94871,0,2,99,169,24,553,188,0,144,934,790,1,8,5,4,7,0,3,11,2825
Married,Graduation,0,62,65148,0,1,9,460,35,422,33,12,153,962,809,2,6,6,7,4,0,3,11,2749
Together,Graduation,0,66,39898,0,1,20,69,8,26,12,7,12,122,110,2,3,0,4,7,0,3,11,2661
Single,Master,0,64,64857,0,0,78,556,14,717,210,0,43,1497,1454,1,7,5,10,4,0,3,11,2742
Married,PhD,0,50,59892,0,1,26,73,0,13,0,1,0,87,87,1,2,1,3,3,0,3,11,2398
Single,Master,0,33,41020,0,0,68,112,1,54,7,7,36,181,145,1,3,2,4,3,0,3,11,2403
Married,PhD,1,59,57072,0,1,79,944,0,60,0,0,30,1004,974,2,7,5,13,5,0,3,11,2315
Single,Graduation,0,41,60474,0,1,25,265,199,303,234,9,170,1010,840,7,10,2,12,7,0,3,11,2613
Together,Graduation,0,60,62807,0,1,83,526,28,135,10,21,99,720,621,3,5,3,12,5,0,3,11,2826
Together,Post Degree,0,39,19414,1,0,32,2,3,12,3,5,7,25,18,1,1,0,3,8,0,3,11,2415
Married,Graduation,0,40,19107,1,0,49,2,4,9,10,5,16,30,14,2,1,0,3,7,0,3,11,2470
Together,Post Degree,0,44,75484,0,1,50,378,97,259,197,194,34,1125,1091,2,7,3,6,4,0,3,11,2855
Single,Master,0,44,70379,0,1,84,553,25,142,65,67,8,852,844,3,6,3,13,4,0,3,11,2642
Together,Master,0,50,79419,0,0,96,751,127,687,20,15,31,1600,1569,1,4,6,4,2,0,3,11,2166
Together,PhD,1,74,64014,2,1,56,406,0,30,0,0,8,436,428,7,8,2,5,7,0,3,11,2178
Married,Graduation,1,65,76998,0,1,85,1449,89,161,69,35,107,1803,1696,2,11,8,8,6,0,3,11,2693
Together,Master,0,48,49854,1,0,63,123,17,171,39,0,30,350,320,5,6,2,5,6,0,3,11,2390
Married,PhD,1,49,60585,1,1,17,267,42,309,55,42,21,715,694,10,7,4,9,5,0,3,11,2529
Divorced,PhD,0,70,42873,1,1,11,209,0,40,3,2,15,254,239,4,6,1,4,8,0,3,11,2683
Together,Graduation,1,32,87679,0,0,62,1259,172,815,97,148,33,2491,2458,1,7,11,10,4,0,3,11,2496
Together,Graduation,0,42,57867,1,0,48,344,35,178,15,23,17,595,578,7,7,2,9,6,0,3,11,2430
Married,Graduation,0,30,35765,1,0,86,22,3,30,0,5,15,60,45,2,2,0,4,6,0,3,11,2359
Married,Graduation,0,61,65492,0,0,73,247,161,295,210,85,47,998,951,2,4,7,13,2,0,3,11,2313
Divorced,Graduation,0,43,32952,1,0,36,38,0,12,3,1,1,54,53,1,2,0,3,7,0,3,11,2369
Together,PhD,1,51,53374,0,1,34,896,10,101,13,10,34,1030,996,6,4,2,9,9,0,3,11,2841
Together,Graduation,0,61,71706,0,1,16,931,56,253,91,98,14,1429,1415,4,9,5,7,5,0,3,11,2752
Married,Graduation,0,32,68487,0,0,48,758,12,385,33,89,89,1277,1188,1,9,7,13,4,0,3,11,2691
Together,Master,0,45,53253,1,1,61,216,9,57,20,9,125,311,186,7,4,3,5,5,0,3,11,2662
Divorced,Post Degree,0,47,31163,1,0,54,2,3,10,11,2,10,28,18,1,1,0,3,6,0,3,11,2295
Married,Graduation,1,43,42014,1,0,56,244,15,108,4,15,50,386,336,6,7,1,6,8,0,3,11,2840
Married,Master,0,47,54108,1,1,74,539,6,91,8,6,97,650,553,13,8,2,9,8,0,3,11,2760
Single,PhD,1,65,49667,0,0,35,1181,26,120,17,13,39,1357,1318,2,5,10,5,8,0,3,11,2837
Married,Master,1,46,63206,0,0,65,750,8,125,11,8,26,902,876,1,4,3,6,2,0,3,11,2260
Married,Master,0,48,57136,1,1,48,306,5,109,21,109,92,550,458,9,5,2,10,6,0,3,11,2514
Together,Post Degree,1,45,46772,0,1,88,350,104,189,197,151,57,991,934,6,11,8,5,8,0,3,11,2758
Married,PhD,0,49,78931,0,0,19,331,197,170,58,152,35,908,873,1,2,8,13,1,0,3,11,2406
Together,Graduation,0,62,53977,0,1,21,620,16,165,0,24,82,825,743,5,5,5,12,5,0,3,11,2545
Married,Graduation,0,32,84219,0,0,27,434,137,400,45,137,45,1153,1108,1,3,4,10,1,0,3,11,2306
Single,Master,0,45,46098,1,1,86,57,0,27,0,0,36,84,48,4,3,2,2,8,0,3,11,2839
Married,Graduation,0,55,73538,0,1,92,811,76,428,99,137,107,1551,1444,3,10,4,9,7,0,3,11,2740
Married,Graduation,0,34,79529,0,0,1,423,42,706,73,197,197,1441,1244,1,4,8,9,2,0,3,11,2222
Together,Post Degree,1,43,20981,0,0,14,2,12,10,6,13,30,43,13,1,3,1,2,8,0,3,11,2584
Single,Graduation,0,40,51766,1,0,74,60,51,87,6,20,51,224,173,2,4,2,4,5,0,3,11,2269
Married,Graduation,0,58,55759,0,1,84,675,0,85,10,7,77,777,700,5,10,3,8,8,0,3,11,2737
Married,Graduation,0,42,33039,1,0,4,30,8,12,8,8,12,66,54,1,2,0,4,5,0,3,11,2452
Married,Master,0,48,37787,1,0,50,40,1,40,4,3,18,88,70,1,3,0,3,8,0,3,11,2441
Single,Graduation,1,50,27242,1,0,2,3,17,26,20,1,39,67,28,2,2,0,3,9,0,3,11,2754
Single,PhD,1,37,87188,0,0,73,910,111,724,49,74,55,1868,1813,1,10,2,6,3,0,3,11,2550
Together,Graduation,0,49,69930,0,0,21,252,98,827,219,70,196,1466,1270,1,4,5,12,3,0,3,11,2558
Single,Graduation,0,44,37697,1,0,82,34,6,21,11,4,8,76,68,1,2,1,3,6,0,3,11,2301
Married,PhD,0,47,37401,1,0,14,19,3,19,3,1,3,45,42,2,2,0,3,7,0,3,11,2213
Single,Graduation,0,47,3502,1,0,56,2,1,1,0,0,1,4,3,0,0,0,0,14,0,3,11,2601
Married,Graduation,0,44,58597,1,1,20,490,0,184,10,28,21,712,691,12,7,4,9,7,0,3,11,2745
Widow,PhD,0,72,82032,0,0,54,332,194,377,149,125,57,1177,1120,0,4,6,7,1,0,3,11,2244
Together,Graduation,0,62,28087,1,1,77,53,8,17,13,0,21,91,70,3,2,2,2,7,0,3,11,2724
Single,PhD,1,33,74004,0,0,5,784,48,560,42,176,48,1610,1562,1,4,6,4,3,0,3,11,2284
Together,Graduation,0,60,19740,0,1,65,7,11,3,10,4,20,35,15,2,1,1,3,5,0,3,11,2621
Married,Post Degree,1,45,57036,0,1,33,1171,43,219,19,14,47,1466,1419,4,6,3,13,9,0,3,11,2724
Together,Post Degree,1,62,53083,1,1,65,215,7,33,3,0,13,258,245,6,5,1,5,7,0,3,11,2569
Married,PhD,0,45,69283,0,1,41,674,62,134,0,26,8,896,888,4,7,3,13,5,0,3,11,2174
Single,Master,1,45,46098,1,1,86,57,0,27,0,0,36,84,48,4,3,2,2,8,0,3,11,2839
Married,Post Degree,0,32,23331,1,0,92,5,36,7,0,10,45,58,13,2,3,0,3,8,0,3,11,2822
Single,Post Degree,0,32,23331,1,0,97,104,20,101,24,15,5,264,259,6,5,1,5,9,0,3,11,2791
Single,Graduation,0,31,9255,1,0,91,9,0,7,2,0,4,18,14,1,1,1,2,8,0,3,11,2350
Widow,PhD,1,61,67786,0,0,0,431,82,441,80,20,102,1054,952,1,3,6,6,1,0,3,11,2363
Married,PhD,1,49,71969,0,1,59,1000,0,76,0,0,10,1076,1066,3,3,4,9,8,0,3,11,2780
Single,Master,0,53,59235,1,0,4,448,40,469,80,0,91,1037,946,3,11,2,12,7,0,3,11,2692
Together,Graduation,0,31,31928,1,0,5,33,4,24,4,2,5,67,62,2,3,0,4,7,0,3,11,2252
Together,Master,0,59,74881,1,1,48,505,72,270,36,27,54,910,856,4,9,2,12,5,0,3,11,2637
Married,Graduation,0,42,65819,0,0,99,267,38,701,149,165,63,1320,1257,1,5,4,10,3,0,3,11,2736
Single,PhD,0,67,51411,1,2,81,14,0,3,0,0,1,17,16,1,0,0,3,5,0,3,11,2558
Divorced,Graduation,0,56,51983,0,1,95,631,0,115,10,7,30,763,733,3,9,2,10,7,0,3,11,2826
Together,Master,0,34,42386,1,0,43,65,4,16,0,4,11,89,78,1,3,0,3,8,0,3,11,2691
Married,Post Degree,0,33,30390,0,0,5,10,12,12,25,1,20,60,40,1,2,0,3,6,0,3,11,2459
Single,Graduation,1,57,30983,0,0,50,51,4,50,12,1,49,118,69,1,4,0,3,8,0,3,11,2756
Widow,Graduation,0,63,66033,0,1,76,293,35,179,46,59,65,612,547,2,8,3,7,7,0,3,11,2684
Married,Post Degree,0,45,37284,1,1,46,11,1,2,2,1,6,17,11,1,0,0,3,6,0,3,11,2616
Divorced,Master,0,69,57530,0,1,68,50,1,27,6,7,1,91,90,1,1,1,4,1,0,3,11,2419
Married,Post Degree,0,55,76800,0,0,33,173,26,255,35,71,81,560,479,1,4,4,7,1,0,3,11,2272
Married,Graduation,0,64,63943,0,1,50,423,184,368,13,97,21,1085,1064,1,6,4,6,5,0,3,11,2824
Together,Graduation,1,58,76081,0,0,85,292,30,415,63,33,200,833,633,1,4,5,4,2,0,3,11,2196
Married,Graduation,0,46,67445,0,1,63,757,80,217,29,80,11,1163,1152,5,9,6,12,6,0,3,11,2845
Married,Master,0,53,37054,1,1,89,12,1,6,0,1,5,20,15,2,1,0,3,7,0,3,11,2446
Together,Master,1,58,47175,1,1,81,167,2,44,6,2,19,221,202,7,4,2,4,8,0,3,11,2768
Divorced,Graduation,0,44,31859,1,0,77,3,1,3,8,0,5,15,10,1,1,0,2,7,0,3,11,2539
Divorced,Graduation,0,59,27215,2,1,50,30,5,22,8,9,28,74,46,4,2,1,4,6,0,3,11,2681
Divorced,PhD,0,44,70179,0,1,10,532,88,168,69,44,133,901,768,3,7,3,13,5,0,3,11,2502
Married,Graduation,0,37,39922,1,0,30,29,12,59,19,1,36,120,84,2,3,0,4,8,0,3,11,2659
Married,Master,0,44,49681,0,2,66,411,0,26,0,0,21,437,416,6,7,1,7,7,0,3,11,2396
Married,Graduation,0,32,24645,1,0,16,5,3,4,4,1,0,17,17,1,1,0,2,8,0,3,11,2764
Divorced,Graduation,0,66,79865,0,1,12,71,99,278,185,121,38,754,716,1,5,10,5,1,0,3,11,2170
Married,Graduation,0,35,44322,1,0,30,46,0,40,3,0,3,89,86,2,3,0,3,8,0,3,11,2172
Single,Graduation,0,68,47958,0,1,8,268,11,88,15,3,22,385,363,2,6,3,5,5,0,3,11,2685
Single,Master,1,56,63972,0,1,93,928,63,254,0,12,12,1257,1245,4,5,4,10,4,0,3,11,2733
Together,Graduation,0,66,75315,0,1,14,459,15,171,142,23,31,810,779,2,5,4,12,2,0,3,11,2234
Married,PhD,1,70,55517,1,1,53,483,0,108,0,6,36,597,561,5,11,1,6,9,0,3,11,2799
Married,PhD,0,63,75283,1,2,26,733,9,180,12,19,66,953,887,11,6,3,5,4,0,3,11,2618
Single,PhD,1,74,82800,0,0,23,1006,22,115,59,68,45,1270,1225,1,7,6,12,3,0,3,11,2741
Married,Graduation,0,66,38998,1,1,92,34,1,14,0,0,5,49,44,3,2,0,3,8,1,3,11,2762
Single,Master,1,29,90638,0,0,29,1156,120,915,94,144,96,2429,2333,1,3,4,10,1,0,3,11,2295
Married,Master,0,34,27161,1,0,41,7,4,23,7,0,11,41,30,1,1,0,3,7,0,3,11,2403
Married,Graduation,1,43,42014,1,0,56,244,15,108,4,15,50,386,336,6,7,1,6,8,0,3,11,2840
Together,PhD,0,60,38201,0,1,19,233,0,23,0,0,12,256,244,4,5,1,5,8,0,3,11,2616
Together,Graduation,1,38,45203,2,0,4,35,3,67,10,8,24,123,99,1,3,1,3,6,0,3,11,2257
Together,PhD,1,73,81574,0,0,89,1252,0,465,46,35,0,1798,1798,1,4,5,8,1,0,3,11,2221
Married,Graduation,0,28,34935,0,0,71,34,4,66,3,10,20,117,97,1,2,1,4,7,0,3,11,2532
Single,Master,0,44,60482,0,1,81,255,43,134,37,14,24,483,459,1,7,2,7,7,0,3,11,2681
Together,Graduation,0,64,34633,2,1,31,8,1,5,0,0,1,14,13,1,1,0,2,6,0,3,11,2316
Together,Master,0,73,78093,0,0,53,368,32,639,13,43,10,1095,1085,1,4,7,5,1,0,3,11,2359
Divorced,Graduation,0,70,82460,0,0,78,255,47,573,52,32,15,959,944,1,5,3,6,1,0,3,11,2368
Together,Master,0,54,45903,0,1,80,33,8,10,2,10,3,63,60,2,2,1,3,4,0,3,11,2226
Divorced,Graduation,1,33,81361,0,0,18,163,23,424,27,65,76,702,626,1,3,10,13,1,0,3,11,2283
Divorced,PhD,1,47,35860,1,1,37,15,0,8,4,2,20,29,9,2,1,1,2,5,0,3,11,2200
Together,Master,1,68,40442,1,1,52,45,12,52,25,22,13,156,143,4,3,1,4,7,0,3,11,2838
Married,Graduation,0,55,61482,0,0,39,48,58,68,16,66,43,256,213,1,3,2,6,2,0,3,11,2161
Married,Graduation,0,40,34968,1,0,11,158,6,45,8,2,2,219,217,7,3,2,5,7,0,3,11,2604
Married,Graduation,1,33,75794,0,0,33,754,160,625,63,32,48,1634,1586,1,7,5,12,3,0,3,11,2346
Together,PhD,0,58,31497,0,1,22,108,1,28,13,1,4,151,147,2,3,1,4,8,0,3,11,2729
Married,Graduation,0,65,74268,0,0,83,199,66,315,97,174,41,851,810,1,4,3,5,2,0,3,11,2659
Together,Basic,1,32,13724,1,0,43,2,7,5,2,15,27,31,4,1,2,0,2,9,0,3,11,2826
Together,Master,0,55,45143,0,1,74,202,5,74,11,5,14,297,283,3,6,1,5,7,0,3,11,2466
Single,PhD,0,53,52569,0,1,54,85,0,3,0,0,7,88,81,1,2,0,4,3,0,3,11,2244
Single,PhD,1,47,48432,0,1,3,322,3,50,4,3,42,382,340,5,7,1,6,8,0,3,11,2778
Together,Master,0,60,17144,1,1,96,18,2,19,0,2,6,41,35,5,3,0,4,7,0,3,11,2293
Single,Graduation,1,36,36108,1,0,68,141,8,129,3,11,47,292,245,3,7,1,4,9,0,3,11,2416
Married,Graduation,0,49,76445,1,0,2,739,107,309,140,80,35,1375,1340,1,2,5,13,6,0,3,11,2798
Married,PhD,0,45,36663,1,0,40,18,0,6,3,3,5,30,25,1,1,1,3,2,0,3,11,2224
Married,Master,0,55,53843,0,1,64,378,0,88,19,4,73,489,416,4,8,5,3,7,0,3,11,2526
Married,Master,1,64,90226,0,0,26,1083,108,649,253,151,108,2244,2136,1,4,7,12,2,0,3,11,2800
Divorced,Master,1,65,70638,0,0,69,1016,12,215,16,12,63,1271,1208,1,4,5,10,3,0,3,11,2552
Together,Graduation,0,60,44512,1,1,57,23,1,6,0,0,2,30,28,2,1,0,3,4,0,3,11,2462
Married,Graduation,0,59,27116,1,1,78,12,1,21,2,2,3,38,35,2,2,0,3,7,0,3,11,2278
Married,PhD,0,57,54072,1,1,71,35,0,4,0,0,0,39,39,1,2,0,2,8,0,3,11,2496
Married,Graduation,0,43,71855,0,1,59,548,31,422,0,112,28,1113,1085,4,5,5,11,3,0,3,11,2688
Single,Post Degree,1,30,51250,1,0,28,342,32,230,34,32,40,670,630,5,10,5,4,9,0,3,11,2615
Married,Master,0,47,60432,0,1,61,365,3,15,4,3,11,390,379,5,7,2,5,6,0,3,11,2271
Married,PhD,0,56,65526,0,1,22,397,19,69,12,0,9,497,488,1,4,4,8,2,0,3,11,2238
Single,Graduation,0,32,68655,0,0,95,456,19,832,75,118,38,1500,1462,1,4,5,11,3,0,3,11,2847
Married,Post Degree,0,42,12393,0,0,38,5,6,15,11,7,13,44,31,1,2,0,3,9,0,3,11,2731
Single,Graduation,1,30,64509,0,0,19,836,185,575,24,25,77,1645,1568,1,6,3,9,4,0,3,11,2475
Single,Graduation,0,45,33955,1,0,92,100,2,128,23,7,10,260,250,4,5,1,5,8,0,3,11,2483
